Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,anomaly_label,anomaly_score,cluster,pred_cluster,Alert_Type
443,5607448,7,4,635,159,517,0,90.7142857143,190.7072051477,159,0,39.75,79.5,141.5973897573,1.9616766843,560744.8,1717652.58463377,5448883,60,5607448,934574.666666667,2242464.37278996,5511875,69,134819,44939.6666666667,55088.3483718048,106484,241,0,0,0,0,232,136,1.2483397082,0.7133369761,0,517,66.1666666667,150.3219776669,22596.696969697,0,0,0,1,0,0,0,0,0,72.1818181818,90.7142857143,39.75,232,0,0,0,0,0,0,7,635,4,159,29200,939,3,32,158496.0,0.0,158496,158496,5448883.0,0.0,5448883,5448883,BENIGN,1,0.17445409840730275,,,
53,31385,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,12744.9418512028,127.449418512,10461.6666666667,18114.9420460937,31379,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,63.724709256,63.724709256,36,164,87.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22223051382260534,,,
53,24086,2,2,58,188,29,29,29.0,0.0,94,94,94.0,0.0,10213.4019762518,166.0715768496,8028.6666666667,13900.8624312786,24080,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,83.0357884248,83.0357884248,29,94,55.0,35.6019662378,1267.5,0,0,0,0,0,0,0,0,1,68.75,29.0,94.0,40,0,0,0,0,0,0,2,58,2,188,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23313427051262553,,,
443,959873,1,1,6,37,6,6,6.0,0.0,37,37,37.0,0.0,44.7975930149,2.0836089774,959873.0,0.0,959873,959873,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1.0418044887,1.0418044887,6,37,16.3333333333,17.8978583449,320.3333333333,1,0,0,0,0,0,0,0,1,24.5,6.0,37.0,20,0,0,0,0,0,0,1,6,1,37,0,65,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2090889250611151,,,
55088,6015422,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.984617538,0.997436256,1203084.4,2671650.684,5982218,1,0,0.0,0.0,0,0,5983858,1495964.5,2990835.694,5982218,1,0,0,0,0,20,100,0.166239376,0.83119688,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,33204.0,0.0,33204,33204,5982218.0,0.0,5982218,5982218,BENIGN,1,0.15085800071437494,,,
48080,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12048.19277,12048.19277,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,245,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20641240186675625,,,
443,383,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,31331.592689295,5221.9321148825,383.0,0.0,383,383,383,383.0,0.0,383,383,0,0.0,0.0,0,0,0,0,0,0,40,0,5221.9321148825,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22934393931530894,,,
53,31116,2,2,86,154,43,43,43.0,0.0,77,77,77.0,0.0,7713.0736598535,128.5512276642,10372.0,17920.6778052617,31065,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,56,64.2756138321,64.2756138321,43,77,56.6,18.6225669552,346.8,0,0,0,0,0,0,0,0,1,70.75,43.0,77.0,64,0,0,0,0,0,0,2,86,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22757645371642732,,,
1900,3000331,52,0,9048,0,174,174,174.0,0.0,0,0,0.0,0.0,3015.6672713777,17.3314210999,58830.0196078431,237647.749043452,1000305,1,3000331,58830.0196078431,237647.749043452,1000305,1,0,0.0,0.0,0,0,0,0,0,0,1352,0,17.3314210999,0.0,174,174,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0,177.3461538462,174.0,0.0,1352,0,0,0,0,0,0,52,9048,0,0,-1,-1,51,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.10174764252296137,,,
51839,83780984,9,9,12976,56,2920,0,1441.777778,1032.011238,20,0,6.222222222,5.783117191,155.5484237,0.214845889,4928293.176,19700000.0,81300000,1,83800000,10500000.0,29600000.0,83800000,49,83800000,10500000.0,28600000.0,81300000,1,1,0,0,0,192,204,0.107422945,0.107422945,0,2920,758.2631579,1005.424998,1010879.427,0,1,0,0,1,1,0,0,1,800.3888889,1441.777778,6.222222222,192,0,0,0,0,0,0,9,12976,9,56,229,256,7,20,2423373.0,0.0,2423373,2423373,81300000.0,0.0,81300000,81300000,BENIGN,-1,-0.09148231069627655,,,
443,6728938,14,11,3215,11713,760,0,229.6428571429,317.6278923866,2464,0,1064.8181818182,874.3422462837,2218.4778638174,3.7152965297,280372.416666667,694511.058331651,2951899,65,6728938,517610.615384615,889660.420128708,2951899,1466,5758380,575838.0,1017317.85436324,2997780,145,0,0,0,0,292,232,2.0805660566,1.6347304731,0,2464,574.1538461538,737.4504562237,543833.175384616,0,0,0,1,0,0,0,0,0,597.12,229.6428571429,1064.8181818182,292,0,0,0,0,0,0,14,3215,11,11713,8192,132,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.11676129391369061,,,
55454,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,120,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.15800769358736066,,,
53,31838,2,2,68,182,34,34,34.0,0.0,91,91,91.0,0.0,7852.252025881,125.6360324141,10612.6666666667,18378.2137960503,31834,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,62.818016207,62.818016207,34,91,56.8,31.2201857778,974.7,0,0,0,0,0,0,0,0,1,71.0,34.0,91.0,64,0,0,0,0,0,0,2,68,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23026393191944816,,,
80,215,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,55813.9534883721,9302.3255813954,215.0,0.0,215,215,215,215.0,0.0,215,215,0,0.0,0.0,0,0,0,0,0,0,40,0,9302.3255813954,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63314,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2225122858975091,,,
443,21985351,23,23,2737,27417,517,0,119.0,180.1749150132,2896,0,1192.0434782609,844.3977670108,1371.5496286596,2.0923022789,488563.355555555,1980924.63984124,10000394,6,21985351,999334.136363636,2795818.77474571,10000487,200,12806633,582119.681818182,2159952.57860781,10150228,47,0,0,0,0,744,744,1.0461511395,1.0461511395,0,2896,641.5744680851,808.4106184543,653527.728029602,0,0,0,1,0,0,0,0,1,655.5217391304,119.0,1192.0434782609,744,0,0,0,0,0,0,23,2737,23,27417,29200,143,8,32,2809277.0,0.0,2809277,2809277,10000394.0,0.0,10000394,10000394,BENIGN,1,0.04471242799947173,,,
52305,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.0317460317,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15873.0158730159,15873.0158730159,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2072072799542119,,,
57296,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,115,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.15800769358736066,,,
443,130,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15384.6153846154,130.0,0.0,130,130,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7692.3076923077,7692.3076923077,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,406,374,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22303731450791991,,,
53,167739,2,2,72,318,36,36,36.0,0.0,159,159,159.0,0.0,2325.0406882121,23.8465711611,55913.0,96838.9606511759,167733,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,11.9232855806,11.9232855806,36,159,85.2,67.3698745731,4538.7,0,0,0,0,0,0,0,0,1,106.5,36.0,159.0,40,0,0,0,0,0,0,2,72,2,318,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22435890375191864,,,
35406,62,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32258.064516129,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16129.0322580645,16129.0322580645,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,114,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20741747942830935,,,
53003,61,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.8852459016,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16393.4426229508,16393.4426229508,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.19210599543280316,,,
38009,1261528,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,1113.728748,5.548826502,210254.6667,499656.2058,1230080,1,0,0.0,0.0,0,0,1250020,250004.0,547923.6569,1230080,1,1,0,0,0,20,132,0.7926895,4.756137002,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.02475687603101373,,,
53,47720,2,2,78,200,39,39,39.0,0.0,100,100,100.0,0.0,5825.6496227997,83.8222967309,15906.6666666667,27545.0926724405,47713,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,41.9111483655,41.9111483655,39,100,63.4,33.4110760078,1116.3,0,0,0,0,0,0,0,0,1,79.25,39.0,100.0,64,0,0,0,0,0,0,2,78,2,200,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23070667393653432,,,
53,23448,1,1,47,131,47,47,47.0,0.0,131,131,131.0,0.0,7591.2657795974,85.2951211191,23448.0,0.0,23448,23448,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.6475605595,42.6475605595,47,131,75.0,48.4974226119,2352.0,0,0,0,0,0,0,0,0,1,112.5,47.0,131.0,32,0,0,0,0,0,0,1,47,1,131,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22233392802004398,,,
21,136517,20,24,176,426,43,0,8.8,12.6806939873,52,0,17.75,16.4904451913,4409.7072159511,322.3041818968,3174.8139534884,13434.6220820823,77464,0,136419,7179.9473684211,27673.2283091914,120906,0,136421,5931.347826087,18110.8047876216,77464,0,0,0,0,0,656,784,146.5019008622,175.8022810346,0,52,13.3777777778,15.3493986985,235.604040404,0,0,0,1,0,0,0,0,1,13.6818181818,8.8,17.75,656,0,0,0,0,0,0,20,176,24,426,29200,227,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1645611401650241,,,
443,170258,10,5,896,1471,645,0,89.6,201.1031797085,1333,0,294.2,583.7732436486,13902.4304291135,88.1015870033,12161.2857142857,20358.4328678601,50697,4,170258,18917.5555555556,24544.6970092885,52616,4,111341,27835.25,28842.5009939037,54453,594,0,0,0,0,332,168,58.7343913355,29.3671956678,0,1333,147.9375,354.9675043813,126001.929166667,0,0,0,1,0,0,0,0,0,157.8,89.6,294.2,332,0,0,0,0,0,0,10,896,5,1471,65535,115,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.18968885575606798,,,
53,32331,4,2,152,202,38,38,38.0,0.0,101,101,101.0,0.0,10949.243759859,185.5804027095,6466.2,13947.2857466964,31407,1,31456,10485.3333333333,18118.7100626213,31407,1,1,1.0,0.0,1,1,0,0,0,0,128,64,123.720268473,61.8601342365,38,101,56.0,30.7408522979,945.0,0,0,0,0,0,0,0,0,0,65.3333333333,38.0,101.0,128,0,0,0,0,0,0,4,152,2,202,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.21482847268115812,,,
53,62139717,2,2,90,157,51,39,45.0,8.4852813742,83,74,78.5,6.3639610307,3.9749135002,0.0643710688,20713239.0,35797075.8933123,62048138,30427,62078565,62078565.0,0.0,62078565,62078565,62109290,62109290.0,0.0,62109290,62109290,0,0,0,0,72,64,0.0321855344,0.0321855344,39,83,59.6,18.2153781185,331.8,0,0,0,0,0,0,0,0,1,74.5,45.0,78.5,72,0,0,0,0,0,0,2,90,2,157,-1,-1,1,32,30427.0,0.0,30427,30427,62048138.0,0.0,62048138,62048138,BENIGN,1,0.004394055361807925,,,
61987,70,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28571.4285714286,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14285.7142857143,14285.7142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,62,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.192293184157884,,,
443,115959786,27,25,1098,17807,517,0,40.6666666667,124.0945669176,2896,0,712.28,898.5436142262,163.0306561621,0.4484313208,2273721.29411765,4162049.24512371,10025029,8,115959786,4459991.76923077,4969838.70719995,10048019,19,110938979,4622457.45833333,5095384.66934432,10048223,48,0,0,0,0,872,808,0.2328393397,0.2155919812,0,2896,356.6981132075,703.8679559544,495430.099419449,0,0,0,1,0,0,0,0,0,363.5576923077,40.6666666667,712.28,872,0,0,0,0,0,0,27,1098,25,17807,29200,290,4,32,63867.3636363636,135150.388653731,471361,22976,10021496.9090909,8136.6964605366,10025029,9999533,BENIGN,1,0.08000715909095435,,,
53,31120,2,2,88,472,44,44,44.0,0.0,236,236,236.0,0.0,17994.8586118252,128.5347043702,10373.3333333333,17961.0782063142,31113,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,64.2673521851,64.2673521851,44,236,120.8,105.162731041,11059.2,0,0,0,0,0,0,0,0,1,151.0,44.0,236.0,40,0,0,0,0,0,0,2,88,2,472,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.201426595664854,,,
53,31296,2,2,66,194,33,33,33.0,0.0,97,97,97.0,0.0,8307.7709611452,127.8118609407,10432.0,18023.7341303072,31244,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,63.9059304703,63.9059304703,33,97,58.6,35.0542436803,1228.8,0,0,0,0,0,0,0,0,1,73.25,33.0,97.0,64,0,0,0,0,0,0,2,66,2,194,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22809257110437092,,,
53,38053,2,2,60,116,30,30,30.0,0.0,58,58,58.0,0.0,4625.1281107929,105.1165479726,12684.3333333333,21964.7136410501,38047,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,52.5582739863,52.5582739863,30,58,41.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,51.5,30.0,58.0,40,0,0,0,0,0,0,2,60,2,116,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23378402986085023,,,
443,80556,11,6,1174,2800,901,0,106.7272727273,266.9281142589,1397,0,466.6666666667,668.4410719478,49332.1416157704,211.0333184369,5034.75,7877.7786420623,24979,3,80556,8055.6,12406.4266786748,38457,3,56810,11362.0,10716.120520039,24979,231,0,0,0,0,244,132,136.5509707533,74.4823476836,0,1397,220.7777777778,453.8182527576,205951.006535948,0,0,0,1,0,0,0,0,0,233.7647058824,106.7272727273,466.6666666667,244,0,0,0,0,0,0,11,1174,6,2800,65535,32,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.17653705051289725,,,
53,31077,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,5534.639766,128.7125527,10359.0,17936.25214,31070,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,56,56,64.35627635,64.35627635,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,56,0,0,0,0,0,0,2,70,2,102,-1,-1,1,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.23177370281957577,,,
443,12442902,8,7,1446,4689,1057,0,180.75,364.3047193922,1867,0,669.8571428571,767.1182934792,493.0521834858,1.2055065611,888778.714285714,3242479.36575849,12153954,4,12442902,1777557.42857143,4575886.00572475,12153954,123,252602,42100.3333333333,38380.9071631543,92790,4,0,0,0,0,172,152,0.6429368326,0.5625697285,0,1867,383.4375,606.0684195424,367318.929166667,0,0,0,1,0,0,0,0,0,409.0,180.75,669.8571428571,172,0,0,0,0,0,0,8,1446,7,4689,8192,64,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.15878321153698927,,,
80,147787,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13.5329900465,147787.0,0.0,147787,147787,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.7664950232,6.7664950232,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,2127,14,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20483254907666182,,,
53,59965,2,2,74,262,37,37,37.0,0.0,131,131,131.0,0.0,5603.2685733345,66.705578254,19988.3333333333,34614.7467177406,59958,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,33.352789127,33.352789127,37,131,74.6,51.4859204055,2650.8,0,0,0,0,0,0,0,0,1,93.25,37.0,131.0,64,0,0,0,0,0,0,2,74,2,262,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22644126502830703,,,
443,53075,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,56.5237870937,26537.5,37528.2781979136,53074,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,44,37.6825247292,18.8412623646,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,32832,357,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20370523110008965,,,
56598,34,3,1,43,6,31,6,14.3333333333,14.4337567297,6,6,6.0,0.0,1441176.47058824,117647.058823529,11.3333333333,16.1967074843,30,1,4,2.0,1.4142135624,3,1,0,0.0,0.0,0,0,0,0,0,0,60,20,88235.2941176471,29411.7647058824,6,31,11.0,11.1803398875,125.0,0,0,0,0,1,0,0,0,0,13.75,14.3333333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1311,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20797827546763759,,,
53,23591,2,2,86,210,43,43,43.0,0.0,105,105,105.0,0.0,12547.1578144208,169.5561866814,7863.6666666667,13576.1215497407,23540,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,84.7780933407,84.7780933407,43,105,67.8,33.9587985653,1153.2,0,0,0,0,0,0,0,0,1,84.75,43.0,105.0,40,0,0,0,0,0,0,2,86,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2327628312607281,,,
80,458,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6550.218341,229.0,319.6122651,455,3,458,229.0,319.6122651,455,3,0,0.0,0.0,0,0,0,0,0,0,96,0,6550.218341,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.21450953858316008,,,
55896,3,2,0,43,0,37,6,21.5,21.9203102168,0,0,0.0,0.0,14333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,37,26.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,40.0,21.5,0.0,40,0,0,0,0,0,0,2,43,0,0,292,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1560628035921805,,,
80,115679464,18,15,592,768,296,0,32.88888889,95.72072668,384,0,51.2,135.1164577,11.75662432,0.285271031,3614983.25,4856096.362,10200000,53,116000000,6804674.353,4789511.12,10200000,65,113000000,8040261.786,4296092.612,10200000,396,0,0,0,0,584,488,0.155602381,0.129668651,0,384,40.0,112.2421624,12598.30303,0,0,0,1,0,0,0,0,0,41.21212121,32.88888889,51.2,584,0,0,0,0,0,0,18,592,15,768,29200,972,2,32,55206.09091,104467.7329,370188,23601,10200000.0,85485.2934,10200000,10000000,BENIGN,1,0.11421694137876981,,,
443,9837021,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1.8298222602,0.3049703767,4918510.5,6955730.91767936,9836955,66,9837021,4918510.5,6955730.91767936,9836955,66,0,0.0,0.0,0,0,0,0,0,0,60,0,0.3049703767,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,254,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.18983397848482902,,,
53,30759,2,2,80,210,40,40,40.0,0.0,105,105,105.0,0.0,9428.1348548392,130.0432393771,10253.0,17753.520777581,30753,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,65.0216196885,65.0216196885,40,105,66.0,35.6019662378,1267.5,0,0,0,0,0,0,0,0,1,82.5,40.0,105.0,64,0,0,0,0,0,0,2,80,2,210,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2302341777742683,,,
53,1083,2,2,66,158,33,33,33.0,0.0,79,79,79.0,0.0,206832.8717,3693.444137,361.0,581.5384768,1032,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,1846.722068,1846.722068,33,79,51.4,25.19523765,634.8,0,0,0,0,0,0,0,0,1,64.25,33.0,79.0,64,0,0,0,0,0,0,2,66,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2301946791779909,,,
53,158296,1,1,45,102,45,45,45.0,0.0,102,102,102.0,0.0,928.6400161722,12.6345580432,158296.0,0.0,158296,158296,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.3172790216,6.3172790216,45,102,64.0,32.9089653438,1083.0,0,0,0,0,0,0,0,0,1,96.0,45.0,102.0,32,0,0,0,0,0,0,1,45,1,102,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22236897744756745,,,
54303,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,131,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20613351188488338,,,
443,16022230,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1248265691,16022230.0,0.0,16022230,16022230,16022230,16022230.0,0.0,16022230,16022230,0,0.0,0.0,0,0,0,0,0,0,64,0,0.1248265691,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,32832,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1311989874830018,,,
